name,dong,address,lat,lng,geo,theme,programs,phone,merchant_no
"오엑스코인노래연습장(OXCOIN) 나주혁신도시점","빛가람동","전남 나주시 빛가람동","35.013192","126.794058","dong","노래방","고유가 피해지원금","","119938912"
"제로 전자담배 나주혁신점","빛가람동","전남 나주시 빛가람동","35.028102","126.790682","dong","일반잡화판매점","고유가 피해지원금|온누리","","119766011"
"육십(60)계 전남나주빛가람점","빛가람동","전라남도 나주시 상야1길 12 골든프라자 A동 101호,102호","35.022189","126.786242","naver","일반음식점 기타","고유가 피해지원금|온누리","061)337-0060","95699914"
"나주당","빛가람동","전라남도 나주시 상야1길 12 골든프라자 A동 108호","35.022181","126.786551","naver","한식","고유가 피해지원금|온누리","","119282314"
"미소식당","빛가람동","전라남도 나주시 상야1길 12 B동 117, 118호","35.021864","126.786239","naver","한식","고유가 피해지원금|온누리","061)333-3363","114168578"
"혁신백숙","빛가람동","전라남도 나주시 상야1길 12 골든 프라자 203호","35.022132","126.786418","naver","한식","고유가 피해지원금","061)334-0924","118241670"
"전통항아리보쌈","빛가람동","전라남도 나주시 상야1길 12 1층","35.022184","126.786486","naver","한식","고유가 피해지원금|온누리","061)335-5557","93892058"
"삼거리포차","빛가람동","전라남도 나주시 상야1길 12 109호","35.022182","126.786603","naver","한식","고유가 피해지원금","061)336-8886","84274081"
"빛가람세탁&수선","빛가람동","전라남도 나주시 우정로 101 센트럴 2차 상가 241동 1층 106호","35.023924","126.790766","naver","세탁소","고유가 피해지원금","061)930-1866","99449601"
"에듀포레","빛가람동","전남 나주시 빛가람동","35.02805","126.787821","dong","자동판매기 운영업","고유가 피해지원금","","120045922"
"B단헤어","빛가람동","전라남도 나주시 그린로 274","35.011349","126.796282","naver","미용원","고유가 피해지원금","061)332-2177","76019435"
"유한회사 로우커피컴퍼니","빛가람동","전남 나주시 빛가람동","35.02234","126.797364","dong","커피/음료전문점","고유가 피해지원금|온누리","","121206467"
"오롯이","빛가람동","전라남도 나주시 빛가람로 679 2층 204, 205, 206호","35.021522","126.786155","naver","한식","고유가 피해지원금|온누리","","116297699"
"탑클래스골프아카데미","빛가람동","전남 나주시 빛가람동","35.012327","126.792507","dong","골프연습장","고유가 피해지원금","061)100-1000","114929491"
"한결같이","빛가람동","전라남도 나주시 빛가람로 679 206호","35.021522","126.786155","naver","정육점","고유가 피해지원금","","116522587"
"자연농원","빛가람동","전라남도 나주시 빛가람로 679 삼보타워 2층","35.021379","126.78605","naver","일반음식점 기타","고유가 피해지원금|온누리","061)331-9282","89207600"
"큐이디(QED)골프스튜디오","빛가람동","전남 나주시 빛가람동","35.017733","126.797408","dong","골프연습장","고유가 피해지원금|온누리","061)100-1000","114787472"
"소림마라 나주혁신도시점","빛가람동","전라남도 나주시 빛가람동 빛가람로 679 1층 소림마라 나주혁신도시점","35.021669","126.786282","naver","중식","고유가 피해지원금","061)820-7710","113138105"
"현풍닭칼국수 나주혁신점","빛가람동","전라남도 나주시 빛가람로 679 삼보타워 1층 108호, 109호","35.021653","126.786265","naver","한식","고유가 피해지원금|온누리","","119286623"
"잘 HAIR","빛가람동","전라남도 나주시 빛가람로 679 삼보타워 111호","35.021661","126.786075","naver","미용원","고유가 피해지원금|온누리","061)334-0422","106386102"
"맘스터치 나주혁신점","빛가람동","전남 나주시 빛가람동","35.02083","126.781251","dong","패스트푸드점","고유가 피해지원금","061)333-2256","114590454"
"아이앤아이안경(EYEandEYE안경)","빛가람동","전라남도 나주시 빛가람로 679 삼보타워 105호","35.021392","126.786267","naver","안경점","고유가 피해지원금|온누리","061)332-8001","106698255"
"맘스피자 나주혁신점","빛가람동","전남 나주시 빛가람동","35.028258","126.789591","dong","패스트푸드점","고유가 피해지원금","061)333-2256","114591908"
"빛가람FandB","빛가람동","전남 나주시 빛가람동","35.013969","126.783796","dong","과학기자재점","고유가 피해지원금","","119360679"
"도도한","빛가람동","전남 나주시 빛가람동","35.020594","126.797726","dong","일반음식점 기타","고유가 피해지원금|온누리","061)333-1353","84130779"
"커튼이야기","빛가람동","전라남도 나주시 빛가람로 680 리더스타워 102호","35.020944","126.786234","naver","침구/커튼/카펫트점","고유가 피해지원금|온누리","02)111-5869","112211624"
"삼앤삼헤어","빛가람동","전라남도 나주시 빛가람로 680","35.020934","126.786178","naver","미용원","고유가 피해지원금|온누리","061)332-3837","92730298"
"와이이(YE)푸드 식자재","빛가람동","전남 나주시 빛가람동","35.026916","126.794019","dong","기타 식품","고유가 피해지원금","","119252630"
"다비치안경 나주혁신도시점","빛가람동","전라남도 나주시 빛가람로 680 1층","35.020927","126.786042","naver","안경점","고유가 피해지원금|온누리","061)335-7720","108822543"
"흥부네떡볶이","빛가람동","전라남도 나주시 문화로 244 서담빌딩 105호 이로운 키친( 대로변 쪽)","35.020407","126.785215","naver","휴게음식점","고유가 피해지원금","","118784029"
"깨끗한,결","빛가람동","전라남도 나주시 빛가람로 680 3층 305호","35.020829","126.786138","naver","용역서비스업","고유가 피해지원금|온누리","","119462644"
"봉원필방","빛가람동","전남 나주시 빛가람동","35.012364","126.786196","dong","화방","고유가 피해지원금","061)332-1013","84963801"
"빛갤러리","빛가람동","전라남도 나주시 빛가람로 680 리더스타워 309호","35.020829","126.786138","naver","화랑","고유가 피해지원금","","84390934"
"어나더키친 나주혁신점","빛가람동","전남 나주시 빛가람동","35.022588","126.781584","dong","양식","고유가 피해지원금|온누리","061)100-1000","119278464"
"호텔코어 키즈풀빌라","빛가람동","전라남도 나주시 배멧3길 19-13 코어프라자 6층","35.02024","126.786074","naver","기타숙박업","고유가 피해지원금","061)337-0700","109869911"
"그린식당","빛가람동","전라남도 나주시 상야1길 8 1층","35.022004","126.78598","naver","휴게음식점","고유가 피해지원금","070)7614-3579","116561978"
"더리터 나주혁신점","빛가람동","전라남도 나주시 배멧3길 19-3 1동 1층 105호","35.019181","126.786501","naver","커피/음료전문점","고유가 피해지원금|온누리","061)9523-1957","113068625"
"2대원조나주곰탕","빛가람동","전라남도 나주시 배멧3길 19-13 109호","35.019978","126.786228","naver","한식","고유가 피해지원금|온누리","061)333-1223","118267475"
"빛가람치킨","빛가람동","전라남도 나주시 배멧3길 19-3 108,109호 (엠제이빌딩)","35.01919","126.786358","naver","일반음식점 기타","고유가 피해지원금","053)9573-7222","121358094"
"타이아로마","빛가람동","전라남도 나주시 문화로 234","35.019659","126.785313","naver","피부미용원","고유가 피해지원금","061)333-0500","103379074"
"래희한의원","빛가람동","전라남도 나주시 배멧3길 19-3","35.019143","126.786386","naver","일반.치과.한의원","고유가 피해지원금","061)331-8243","96535370"
"신쭈꾸미 나주혁신점","빛가람동","전라남도 나주시 배멧3길 19-3","35.019223","126.786459","naver","한식","고유가 피해지원금|온누리","","97042985"
"사우리","빛가람동","전라남도 나주시 배멧3길 19-3 엠제이빌딩 101호","35.019064","126.786408","naver","아동 및 유아복점","고유가 피해지원금|온누리","070)4832-5689","85648652"
"다정","빛가람동","전라남도 나주시 배멧3길 19-3 엠제이빌딩 3층 303호","35.01919","126.786358","naver","한식","고유가 피해지원금|온누리","061)334-4438","120899190"
"투다리혁신2호점","빛가람동","전라남도 나주시 배멧3길 19-3 1층 103호","35.01912","126.786468","naver","일반주점","고유가 피해지원금","061)333-5792","92647043"
"동명카츠 나주혁신점","빛가람동","전라남도 나주시 배멧3길 19-3 3층 303호","35.01919","126.786358","naver","일반음식점 기타","고유가 피해지원금","061)335-3001","90140646"
"5블럭","빛가람동","전라남도 나주시 배멧3길 19-3","35.019295","126.786319","naver","커피/음료전문점","고유가 피해지원금|온누리","062)514-8899","85068677"
"호텔코어(유)","빛가람동","전라남도 나주시 배멧3길 19-13","35.020262","126.786179","naver","기타관광호텔","고유가 피해지원금","061)337-7851","82049428"
"더(THE)","빛가람동","전라남도 나주시 배멧1길 10 4층 더하이난","35.018168","126.793299","naver","화장품점","고유가 피해지원금","","107785817"
"리누(RENU)","빛가람동","전라남도 나주시 배멧3길 19-3 2층 202호 리누헤어살롱","35.01919","126.786358","naver","미용원","고유가 피해지원금|온누리","061)331-5626","96972659"
"헤이븐헤어(HAVEN HAIR)","빛가람동","전라남도 나주시 배멧3길 19-13 110호","35.020509","126.786024","naver","미용원","고유가 피해지원금","","117521937"
"어나더키친유한회사","빛가람동","전남 나주시 빛가람동","35.027446","126.785688","dong","양식","고유가 피해지원금","061)337-7853","83659087"
"호텔코어","빛가람동","전라남도 나주시 배멧3길 19-13","35.020262","126.786179","naver","기타숙박업","고유가 피해지원금","061)337-0700","106463623"
"데이앤나잇","빛가람동","전라남도 나주시 산포면 예림길 20","35.018437","126.810047","naver","일반음식점 기타","고유가 피해지원금|온누리","","100306494"
"코다리명가나주혁신점","빛가람동","전라남도 나주시 배멧3길 19-13 1층 107호,108호","35.020121","126.786201","naver","한식","고유가 피해지원금|온누리","061)331-9576","95972800"
"디피카요가","빛가람동","전라남도 나주시 배멧3길 19-3 엠제이빌딩 5층 501호","35.019155","126.786417","naver","요가","고유가 피해지원금","","100984127"
"모꼬지","빛가람동","전라남도 나주시 배멧3길 19-13 혁신 호텔코어 2층","35.020356","126.78617","naver","일식/생선회집","고유가 피해지원금","061)337-7757","84975273"
"무아무아","빛가람동","전라남도 나주시 배멧3길 19-3 601호","35.01919","126.786358","naver","일반잡화판매점","고유가 피해지원금|온누리","","110812209"
"지에스25 나주혁신코어점","빛가람동","전라남도 나주시 빛가람동 348-18","35.020289","126.786238","naver","편의점","고유가 피해지원금|온누리","080)555-2525","85615853"
"나주혁신점 카페봄봄","빛가람동","전라남도 나주시 상야1길 8 106호(빛가람동, 토담휴로스2차)","35.021921","126.785821","naver","커피/음료전문점","고유가 피해지원금|온누리","","119024135"
"초이헤어","빛가람동","전라남도 나주시 상야1길 8 토담휴로스 2차","35.021876","126.786096","naver","미용원","고유가 피해지원금","061)332-3721","79251728"
"금성연탄","빛가람동","전라남도 나주시 상야1길 8 주1동 112,113호","35.022004","126.78598","naver","한식","고유가 피해지원금|온누리","070)7614-3579","121771387"
"솔솥 나주혁신점","빛가람동","전라남도 나주시 상야1길 8 1동 111호","35.022138","126.785829","naver","한식","고유가 피해지원금|온누리","061)337-5689","106717651"
"한양닭갈비","빛가람동","전라남도 나주시 상야1길 8 한양닭갈비","35.021995","126.785843","naver","한식","고유가 피해지원금|온누리","061)334-0903","92246548"
"더브리즈(the Breeze)","빛가람동","전라남도 나주시 상야1길 8 토담휴로스 2차 1층 110호","35.022006","126.785815","naver","커피/음료전문점","고유가 피해지원금|온누리","","121848255"
"인스틸(instill)","빛가람동","전라남도 나주시 상야1길 8 토담휴로스2차 102호","35.021869","126.786064","naver","커피/음료전문점","고유가 피해지원금|온누리","","108097629"
"천가냉면보쌈","빛가람동","전라남도 나주시 상야1길 8 103,104호","35.021899","126.785935","naver","한식","고유가 피해지원금|온누리","061)930-1953","113629934"
"본가왕뼈감자탕 혁신점","빛가람동","전라남도 나주시 상야1길 8 1층115,116호","35.022004","126.78598","naver","한식","고유가 피해지원금","061)335-2009","121889288"
"맘스그린푸드","빛가람동","전라남도 나주시 상야1길 8 1층","35.022004","126.78598","naver","한식","고유가 피해지원금|온누리","061)336-3339","74451858"
"베트남골목식당(빛가람점)","빛가람동","전라남도 나주시 상야1길 8 114호","35.022137","126.786051","naver","일반음식점 기타","고유가 피해지원금|온누리","061)333-8890","115858360"
"신선한주방 나주혁신점","빛가람동","전라남도 나주시 상야1길 8 107호","35.021994","126.78583","naver","휴게음식점","고유가 피해지원금|온누리","","95478190"
"고모네뽈찜","빛가람동","전라남도 나주시 호수로 74 다인빌딩 203호","35.013331","126.790527","naver","한식","고유가 피해지원금|온누리","061)334-1986","87180505"
"달밤","빛가람동","전라남도 나주시 호수로 74 101호","35.013322","126.790528","naver","한식","고유가 피해지원금|온누리","","117056174"
"빛가람나눔슈퍼","빛가람동","전라남도 나주시 호수로 74","35.013379","126.790563","naver","일반잡화판매점","고유가 피해지원금","","73339078"
"호수로74","빛가람동","전라남도 나주시 호수로 74 다인빌딩102호 호수로74","35.013381","126.790588","naver","일반음식점 기타","고유가 피해지원금|온누리","061)335-4987","98622492"
"정담 플란트 치과의원","빛가람동","전라남도 나주시 빛가람로 677 3층","35.021511","126.78584","naver","일반.치과.한의원","고유가 피해지원금|온누리","061)334-2275","119631407"
"연세애플소아청소년과의원","빛가람동","전라남도 나주시 빛가람로 677","35.021505","126.785868","naver","일반.치과.한의원","고유가 피해지원금","061)333-1366","82797141"
"솜초밥","빛가람동","전남 나주시 빛가람동","35.028427","126.789162","dong","일식/생선회집","고유가 피해지원금","061)335-1300","111628707"
"굿모닝약국","빛가람동","전라남도 나주시 빛가람로 677 굿모닝약국","35.021648","126.785745","naver","약국","고유가 피해지원금|온누리","061)333-7990","83512707"
"써브웨이 나주혁신점","빛가람동","전라남도 나주시 빛가람로 677","35.021369","126.785952","naver","휴게음식점","고유가 피해지원금|온누리","061)335-1110","103839498"
"와플대학 나주혁신캠퍼스","빛가람동","전라남도 나주시 상야1길 7 예가람타워 102호","35.022501","126.785441","naver","휴게음식점","고유가 피해지원금|온누리","061)332-7022","117428478"
"커피로드뷰나주혁신점","빛가람동","전라남도 나주시 상야1길 7 113호, 114호","35.02249","126.785949","naver","커피/음료전문점","고유가 피해지원금|온누리","","114956258"
"39당구클럽(BILLIARDS)","빛가람동","전라남도 나주시 상야1길 7 2층 217호","35.022659","126.785852","naver","당구장","고유가 피해지원금","061)333-0390","120466946"
"헤어12.5나주혁신점","빛가람동","전라남도 나주시 상야1길 7 예가람타워 307호","35.022559","126.786356","naver","미용원","고유가 피해지원금|온누리","","121012380"
"천리향 양꼬치","빛가람동","전라남도 나주시 상야1길 7 203","35.022659","126.785852","naver","중식","고유가 피해지원금|온누리","061)333-9688","104921562"
"오즈에스테틱","빛가람동","전라남도 나주시 상야1길 7 154호","35.022659","126.785852","naver","화장품점","고유가 피해지원금|온누리","","112338678"
"만배식탁나주혁신도시점","빛가람동","전라남도 나주시 상야1길 7 1층 148호","35.022659","126.785852","naver","한식","고유가 피해지원금|온누리","","119258159"
"백억커피 나주혁신점","빛가람동","전라남도 나주시 상야1길 7 1층 104호","35.02249","126.78547","naver","커피/음료전문점","고유가 피해지원금|온누리","061)111-2222","114832911"
"윤쁨","빛가람동","전라남도 나주시 상야1길 7 153호","35.022659","126.785852","naver","피부미용원","고유가 피해지원금|온누리","","107172630"
"은행나무 갈매기","빛가람동","전라남도 나주시 상야1길 7 130호, 131호, 132호","35.022659","126.785852","naver","한식","고유가 피해지원금|온누리","","116888526"
"대동갈비","빛가람동","전라남도 나주시 상야1길 7 133호 ,134호","35.022659","126.785852","naver","한식","고유가 피해지원금|온누리","","121413410"
"미모오른","빛가람동","전라남도 나주시 상야1길 7 141, 142호","35.022659","126.785852","naver","피부미용원","고유가 피해지원금|온누리","","120213127"
"소피아리움","빛가람동","전라남도 나주시 상야1길 7 140호","35.022744","126.78566","naver","화원","고유가 피해지원금|온누리","","100704566"
"지오(ZIO)헤어","빛가람동","전라남도 나주시 상야1길 7 201호 지오헤어","35.022659","126.785852","naver","미용원","고유가 피해지원금|온누리","","116973659"
"토박이 잔치국수","빛가람동","전라남도 나주시 상야1길 7 토박이 잔치국수","35.022659","126.785852","naver","한식","고유가 피해지원금|온누리","033)263-9712","101736970"
"큰집묵은지","빛가람동","전라남도 나주시 상야1길 7 135호, 136호","35.022659","126.785852","naver","한식","고유가 피해지원금|온누리","061)331-7891","114624837"
"피자알볼로 나주혁신점","빛가람동","전남 나주시 빛가람동","35.019285","126.780998","dong","패스트푸드점","고유가 피해지원금|온누리","061)333-8495","98246308"
"촉촉피부관리실","빛가람동","전라남도 나주시 상야1길 7","35.022659","126.785852","naver","피부미용원","고유가 피해지원금|온누리","061)335-2330","83196851"
"지오뷰티","빛가람동","전라남도 나주시 상야1길 7 201호 지오헤어","35.022659","126.785852","naver","미용재료","고유가 피해지원금|온누리","","121462912"
"아이리스pc방","빛가람동","전라남도 나주시 상야1길 7 예가람타워 2층 207호","35.022526","126.786348","naver","비디오방/게임방","고유가 피해지원금|온누리","02)2222-2222","114757730"
"스위트리무진투어","빛가람동","전라남도 나주시 문화로 184 412호","35.01511","126.783656","naver","휴게음식점","고유가 피해지원금","","113675805"
"꽃소마루 나주혁신점","빛가람동","전라남도 나주시 상야1길 7 예가람타워 209, 210호","35.022659","126.785852","naver","한식","고유가 피해지원금|온누리","061)333-0092","116644436"
"락휴 테마파크","빛가람동","전라남도 나주시 상야1길 7 예가람타워 1층 락휴테마파크","35.022496","126.786363","naver","비디오방/게임방","고유가 피해지원금","","113302009"
"코오롱스포츠 나주빛가람점","빛가람동","전라남도 나주시 상야1길 7","35.022766","126.785358","naver","스포츠용품점","고유가 피해지원금|온누리","061)333-1331","65089811"
"공차 나주빛가람점","빛가람동","전라남도 나주시 상야1길 7 예가람타워 147호","35.022706","126.78535","naver","커피/음료전문점","고유가 피해지원금|온누리","061)336-0009","109583061"
"허니스포츠","빛가람동","전라남도 나주시 상야1길 7 B동 2층 223호","35.022659","126.785852","naver","스포츠용품점","고유가 피해지원금|온누리","061)337-6779","82829630"
"육회바른연어 나주점","빛가람동","전라남도 나주시 상야1길 7 1층 육회바른연어 나주점","35.02247","126.785991","naver","한식","고유가 피해지원금","063)332-2282","108490537"
"바른몸 움직임 연구소","빛가람동","전라남도 나주시 상야1길 7 1층 152호","35.022659","126.785852","naver","종합스포츠센터","고유가 피해지원금|온누리","","113544475"
"긴자료코 나주혁신점","빛가람동","전라남도 나주시 상야1길 7 예가람타워 1층 110호 긴자료코","35.022491","126.78577","naver","한식","고유가 피해지원금|온누리","061)333-1214","102475458"
"보울레시피 나주혁신점","빛가람동","전라남도 나주시 상야1길 7 107호","35.022475","126.785623","naver","휴게음식점","고유가 피해지원금","","112035373"
"공차 나주빛가람점","빛가람동","전라남도 나주시 상야1길 7 예가람타워 147호","35.022706","126.78535","naver","커피/음료전문점","고유가 피해지원금","061)336-0009","91838181"
"해탄","빛가람동","전라남도 나주시 상야1길 7 117, 118호","35.022495","126.786206","naver","한식","고유가 피해지원금|온누리","","115843382"
"미 센스","빛가람동","전라남도 나주시 상야1길 7","35.02248","126.785707","naver","기성복점","고유가 피해지원금|온누리","070)7614-3579","44604591"
"이바돔감자탕 나주혁신점","빛가람동","전라남도 나주시 상야1길 7 2층","35.022573","126.785476","naver","한식","고유가 피해지원금|온누리","061)336-2111","93169377"
"포레스파 나주혁신점","빛가람동","전라남도 나주시 상야1길 7 307호","35.022659","126.785852","naver","미용원","고유가 피해지원금|온누리","","110638907"
"짐나인","빛가람동","전라남도 나주시 상야1길 7 3층 짐나인","35.022756","126.785627","naver","요가","고유가 피해지원금|온누리","","102293671"
"설렘","빛가람동","전라남도 나주시 상야1길 7 1층 155호","35.022659","126.785852","naver","이벤트업","고유가 피해지원금|온누리","061)332-2244","115472739"
"제이엠씨푸드","빛가람동","전남 나주시 빛가람동","35.018147","126.781104","dong","일반음식점 기타","고유가 피해지원금","","101337148"
"빽다방 나주혁신점","빛가람동","전라남도 나주시 상야1길 7","35.022491","126.785823","naver","커피/음료전문점","고유가 피해지원금|온누리","070)7585-8808","118073254"
"현 필라테스","빛가람동","전라남도 나주시 상야1길 7 예가람타워 B동 3층 305호","35.022659","126.785852","naver","종합스포츠센터","고유가 피해지원금|온누리","061)333-3610","106982948"
"포토시그니처 나주혁신점","빛가람동","전남 나주시 빛가람동","35.01222","126.785839","dong","자동판매기 운영업","고유가 피해지원금","","108701405"
"일층약국","빛가람동","전라남도 나주시 상야1길 7 151호","35.022659","126.785852","naver","약국","고유가 피해지원금|온누리","061)820-8919","119383730"
"미스사이공 나주혁신점","빛가람동","전라남도 나주시 상야1길 7 예가람타워 148호","35.022627","126.785266","naver","일식/생선회집","고유가 피해지원금|온누리","061)333-0420","85650313"
"투썸플레이스","빛가람동","전라남도 나주시 상야1길 7 예가람타워 1층 투썸플레이스","35.022502","126.786079","naver","커피/음료전문점","고유가 피해지원금|온누리","","116220707"
"혁신속편한내과의원","빛가람동","전라남도 나주시 상야1길 7 401, 406호","35.022659","126.785852","naver","일반.치과.한의원","고유가 피해지원금","061)334-0600","119505685"
"메가엠지씨커피 나주빛가람점","빛가람동","전남 나주시 빛가람동","35.015375","126.782223","dong","커피/음료전문점","고유가 피해지원금|온누리","061)333-3280","120683009"
"놀부족발보쌈","빛가람동","전남 나주시 빛가람동","35.018494","126.797936","dong","일반음식점 기타","고유가 피해지원금|온누리","","98893712"
"참조은인테리어","빛가람동","전라남도 나주시 그린로 317-7 108호","35.014925","126.794503","naver","실내장식","고유가 피해지원금","070)7614-3579","116255338"
"원푸드","빛가람동","전라남도 나주시 청동길 31","35.038235","126.724476","naver","한식","고유가 피해지원금|온누리","","121771433"
"바른치킨 나주혁신점","빛가람동","전라남도 나주시 상야1길 7 103호","35.022659","126.785852","naver","일반음식점 기타","고유가 피해지원금|온누리","061)334-3378","57640543"
"Emoi나주혁신도시점","빛가람동","전라남도 나주시 우정로 72 116호","35.023648","126.787099","naver","일반음식점 기타","고유가 피해지원금|온누리","061)336-7174","107140017"
"라면집","빛가람동","전라남도 나주시 문화로 244 서담빌딩 105호 이로운 키친( 대로변 쪽)","35.020407","126.785215","naver","일반음식점 기타","고유가 피해지원금","061)820-7870","116671123"
"예가람타워관리단","빛가람동","전라남도 나주시 상야1길 7","35.02264","126.785873","naver","주차장","고유가 피해지원금","061)331-1482","110036364"
"킹콩부대찌개 나주혁신도시점","빛가람동","전남 나주시 빛가람동","35.013149","126.784231","dong","한식","고유가 피해지원금","061)333-1220","82493654"
"요거트월드 나주혁신점","빛가람동","전라남도 나주시 상야1길 7 1층 112호","35.022659","126.785852","naver","제과점/아이스크림점","고유가 피해지원금|온누리","061)111-2222","117144812"
"가온제면소","빛가람동","전남 나주시 빛가람동","35.024615","126.782195","dong","한식","고유가 피해지원금|온누리","061)331-8023","118788344"
"짐나인(문화비)","빛가람동","전라남도 나주시 상야1길 7 3층 짐나인","35.022756","126.785627","naver","종합스포츠센터","고유가 피해지원금|온누리","","119019471"
"휘스 공방","빛가람동","전라남도 나주시 배멧3길 19-7 1층 106호","35.019602","126.785863","naver","문화/취미 기타","고유가 피해지원금|온누리","","95799569"
"파라디아 나주","빛가람동","전라남도 나주시 배멧3길 19-7 105호","35.019593","126.7858","naver","기성복점","고유가 피해지원금|온누리","","108415577"
"투사랑","빛가람동","전라남도 나주시 배멧3길 19-7 109호","35.019615","126.785991","naver","한식","고유가 피해지원금","","102648346"
"이마트24 R나주혁신중앙점","빛가람동","전라남도 나주시 배멧3길 19-7","35.019627","126.785738","naver","편의점","고유가 피해지원금|온누리","","102792426"
"또와김밥","빛가람동","전라남도 나주시 배멧3길 19-7","35.019622","126.78613","naver","휴게음식점","고유가 피해지원금|온누리","061)335-8287","109585237"
"온돌 나주혁신점","빛가람동","전남 나주시 빛가람동","35.024325","126.79695","dong","한식","고유가 피해지원금|온누리","","107343178"
"전주콩뿌리 콩나물국밥 나주혁신도시점","빛가람동","전남 나주시 빛가람동","35.021844","126.781026","dong","한식","고유가 피해지원금|온누리","061)333-8070","96456505"
"큰집나주곰탕","빛가람동","전라남도 나주시 우정로 10 이노파크식스틴 사동 1층 큰집나주곰탕","35.024864","126.781424","naver","한식","고유가 피해지원금","061)9999-9999","103929899"
"카니프리뉴어","빛가람동","전라남도 나주시 배멧3길 19-7 111호","35.019613","126.786088","naver","농.수.축산물점","고유가 피해지원금|온누리","","117417804"
"씨유 나주혁신중앙점","빛가람동","전남 나주시 빛가람동","35.014409","126.782854","dong","편의점","고유가 피해지원금|온누리","062)651-3839","81050915"
"아마블레","빛가람동","전라남도 나주시 배멧3길 19-7 LS타워 110호","35.019602","126.786038","naver","커피/음료전문점","고유가 피해지원금|온누리","","108494110"
"눈보뛰프리미엄","빛가람동","전라남도 나주시 배멧3길 19-7 LS타워 201호","35.019722","126.785974","naver","반려동물 서비스/용품점","고유가 피해지원금","062)941-5808","116858547"
"유한회사 빛가람스크린","빛가람동","전남 나주시 빛가람동","35.011333","126.789874","dong","골프연습장","고유가 피해지원금","061)331-6300","103453867"
"유한회사 라온팰리스","빛가람동","전남 나주시 빛가람동","35.026646","126.795025","dong","기타관광호텔","고유가 피해지원금","061)338-1900","94306443"
"25년 장인아구찜 나주혁신점","빛가람동","전라남도 나주시 배멧3길 5-20 레이크스테이빌딩 101호, 102호","35.020469","126.785828","naver","한식","고유가 피해지원금|온누리","061)334-7500","94300066"
"아카데미 레슨장","빛가람동","전남 나주시 빛가람동","35.015036","126.796594","dong","골프연습장","고유가 피해지원금","","110506249"
"에이스 스크린","빛가람동","전라남도 나주시 배멧3길 19-5","35.019275","126.786067","naver","골프연습장","고유가 피해지원금","061)331-6300","113080122"
"옥상 달빛포차","빛가람동","전라남도 나주시 배멧3길 19-5 3층","35.019256","126.786068","naver","일식/생선회집","고유가 피해지원금","061)333-3755","110613628"
"(Ace)골프스크린","빛가람동","전라남도 나주시 배멧3길 19-5","35.019275","126.786067","naver","골프연습장","고유가 피해지원금","061)331-6300","116198502"
"다다아트미술학원(2호점)","빛가람동","전라남도 나주시 우정로 56 토담리치타워 A동 406호","35.023658","126.786301","naver","예체능계학원","고유가 피해지원금|온누리","061)332-7711","108805058"
"halo","빛가람동","전라남도 나주시 빛가람로 747 빛가람메디칼빌딩, 108호","35.021438","126.793853","naver","기성복점","고유가 피해지원금","","93839678"
"맨하튼","빛가람동","전라남도 나주시 우정로 56 A동 106호","35.023663","126.785529","naver","미용원","고유가 피해지원금|온누리","","103770081"
"보현검도관","빛가람동","전라남도 나주시 우정로 56 A동 401호","35.023568","126.785577","naver","예체능계학원","고유가 피해지원금|온누리","061)333-7585","120854238"
"리즈실용음악학원","빛가람동","전라남도 나주시 우정로 56 1동 6층 607호","35.023658","126.786301","naver","예체능계학원","고유가 피해지원금|온누리","061)337-7740","80698461"
"153네일(NAIL)","빛가람동","전라남도 나주시 우정로 56 토담리치타워 A동 120호","35.023705","126.785937","naver","피부미용원","고유가 피해지원금","","106346823"
"이엠(EM)수학학원","빛가람동","전라남도 나주시 우정로 56 중흥1차 맞은편 토담리치타워 B동 3층 305호","35.023658","126.786301","naver","문리계학원","고유가 피해지원금","","116905703"
"표현수학학원","빛가람동","전라남도 나주시 우정로 56 604호","35.023917","126.785649","naver","문리계학원","고유가 피해지원금","061)930-5123","111472227"
"옴므","빛가람동","전라남도 나주시 우정로 56 토담리치타워 A동 117호","35.023658","126.786301","naver","기성복점","고유가 피해지원금|온누리","","107353941"
"브릭스짐(BRICKS GYM)","빛가람동","전라남도 나주시 우정로 56 토담리치타워 A동 201호","35.023557","126.785496","naver","종합스포츠센터","고유가 피해지원금|온누리","","98716758"
"첨단공원국밥 나주혁신점","빛가람동","전라남도 나주시 우정로 56 B120, 121, 122호","35.023495","126.786496","naver","한식","고유가 피해지원금|온누리","061)331-1097","116756496"
"플랜에이치","빛가람동","전라남도 나주시 우정로 56 토담리치타워 B 115호","35.023768","126.785727","naver","미용원","고유가 피해지원금|온누리","061)335-5577","81718173"
"와이비엠(YBM)잉글루영어학원","빛가람동","전남 나주시 빛가람동","35.020796","126.798158","dong","외국어학원","고유가 피해지원금","","111339155"
"디더블유(DW) 축구아카데미","빛가람동","전라남도 나주시 우정로 56 A동 202호","35.023658","126.786301","naver","레포츠클럽","고유가 피해지원금","061)332-2244","107791718"
"지티(GT)커피 나주혁신점","빛가람동","전라남도 나주시 우정로 56 1동 1층 에이125호, 126호","35.023658","126.786301","naver","커피/음료전문점","고유가 피해지원금|온누리","","116045657"
"샐러디 나주혁신도시점","빛가람동","전라남도 나주시 우정로 56 A동 105호","35.02365","126.785573","naver","일반음식점 기타","고유가 피해지원금|온누리","061)930-6676","115811831"
